Price,Short average,Long average,Positions
10480.5,10471.87,10482.418,0
10474.7,10473.64,10482.28,0
10474.9,10474.39,10482.05,0
10475.3,10475.130000000001,10481.82,0
10476.1,10475.86,10481.592,0
10476.8,10476.6,10481.364,0
10480.7,10477.34,10481.136,0
10480.9,10477.59,10481.236,0
10481.2,10477.83,10481.334,0
10482.0,10478.06,10481.432,0
10483.0,10478.31,10481.534,0
10483.2,10478.56,10481.642,0
10483.7,10479.41,10481.742,0
10484.2,10480.29,10481.846,0
10484.9,10481.18,10481.954,0
10485.8,10482.06,10482.064,0
10488.5,10482.960000000001,10482.176,1
10488.7,10483.74,10481.992,0
10489.1,10484.52,10481.806,0
10489.9,10485.31,10481.622,0
10490.6,10486.1,10481.44,0
10495.2,10486.86,10481.256,0
10495.5,10488.06,10481.164,0
10496.0,10489.24,10481.072,0
10496.6,10490.42,10480.984,0
10497.5,10491.59,10480.898,0
10485.7,10492.76,10480.812,0
10485.9,10492.48,10480.782,0
10486.4,10492.2,10480.752,0
10487.1,10491.93,10480.726,0
10488.1,10491.65,10480.698,0
10475.7,10491.4,10480.672,0
10475.9,10489.45,10480.52,0
10476.2,10487.49,10480.366,0
10476.9,10485.51,10480.208,0
10477.8,10483.54,10480.052,0
10483.7,10481.57,10479.9,0
10484.0,10481.37,10480.36,0
10484.4,10481.18,10480.82,0
10485.0,10480.98,10481.282,-1
10485.9,10480.77,10481.74,0
10476.2,10480.55,10482.202,0
10476.5,10480.6,10482.382,0
10476.8,10480.66,10482.562,0
10477.6,10480.72,10482.738,0
10478.5,10480.79,10482.916,0
10464.2,10480.86,10483.098,0
10464.5,10478.91,10482.818,0
10464.8,10476.96,10482.538,0
10465.4,10475.0,10482.256,0
10466.2,10473.04,10481.974,0
