Price,Short average,Long average,Positions
1.0839,1.083833,1.0839046,0
1.08396,1.0838480000000001,1.0838984,0
1.08404,1.083861,1.0838922,0
1.0837,1.083872,1.083886,0
1.08371,1.083866,1.08388,0
1.08374,1.08386,1.0838736,0
1.08382,1.083854,1.0838672,0
1.0839,1.0838510000000001,1.0838608,0
1.0835,1.083848,1.0838544,0
1.0835,1.083813,1.0838448,0
1.08352,1.083777,1.0838348,0
1.0836,1.083739,1.0838248,0
1.08367,1.0837029999999999,1.0838148,0
1.08356,1.083666,1.0838048,0
1.08358,1.083652,1.0837964,0
1.08361,1.083639,1.083788,0
1.0837,1.083626,1.0837798,0
1.0838,1.083614,1.0837722,0
1.08351,1.083604,1.0837646,0
1.08353,1.083605,1.0837586,0
1.08355,1.083608,1.0837526,0
1.08362,1.083611,1.0837466,0
1.08372,1.083613,1.0837408,0
1.08341,1.083618,1.0837352,0
1.08343,1.083603,1.083727,0
1.08346,1.083588,1.0837186,0
1.08354,1.0835730000000001,1.0837104,0
1.08362,1.083557,1.0837024,0
